area,precondition,action,expected_outcome,backend_call,verified_by
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=qemu,apply vmType=qemu cpuType=max mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=virtiofs arch=aarch64 runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
